Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1698087080,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1698087081,50,,Aggregated,0.000000,0.000000,910,930,960,960,970,990,990,990,990,990,990,12,0,910.0,890.6084333357285,759.9458000040613,994.4050000049174,281686.1666666667
1698087082,100,,Aggregated,0.000000,0.000000,960,1200,1200,1300,1400,1600,1600,1800,1800,1800,1800,85,0,960.0,1033.8082811774632,552.2969000012381,1781.1339000036241,314244.71764705883
1698087083,100,,Aggregated,0.000000,0.000000,950,1100,1100,1200,1300,1400,1600,1600,1800,1800,1800,124,0,940.0,854.85360725849,52.45069999364205,1781.1339000036241,346614.96774193546
1698087084,100,,Aggregated,26.000000,0.000000,650,930,1000,1100,1300,1400,1600,1600,1800,1800,1800,189,0,650.0,614.4527761907306,45.85229999793228,1781.1339000036241,346382.0
1698087085,100,,Aggregated,37.000000,0.000000,190,820,950,1000,1200,1300,1600,1600,1800,1800,1800,243,0,190.0,497.0307609052234,45.85229999793228,1781.1339000036241,338217.34567901236
1698087086,100,,Aggregated,40.000000,0.000000,130,550,850,950,1200,1300,1400,1600,1800,1800,1800,293,0,130.0,427.13142457312256,45.85229999793228,1781.1339000036241,335095.88395904435
1698087087,100,,Aggregated,45.200000,0.000000,120,190,750,880,1100,1300,1400,1600,1800,1800,1800,358,0,120.0,369.92775195523905,45.85229999793228,1781.1339000036241,330317.5
1698087088,100,,Aggregated,45.666667,0.000000,120,170,550,830,1100,1300,1400,1600,1800,1800,1800,399,0,120.0,344.06439598995047,45.85229999793228,1781.1339000036241,332761.08771929826
1698087089,100,,Aggregated,47.857143,0.000000,120,170,260,670,1000,1200,1400,1600,1800,1800,1800,464,0,120.0,316.08323189642573,45.50940000626724,1781.1339000036241,333305.7306034483
