Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1698148273,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1698148274,10,,Aggregated,0.000000,0.000000,160,170,170,180,200,200,200,200,200,200,200,10,0,160.0,143.9162300004682,75.3298999989056,198.18510000186507,271626.6
1698148275,10,,Aggregated,0.000000,0.000000,85,160,160,170,180,200,200,200,200,200,200,17,0,85,111.60677058882463,36.21740000380669,198.18510000186507,349768.70588235295
1698148276,10,,Aggregated,0.000000,0.000000,78,100,160,160,170,180,200,200,200,200,200,21,0,78,102.85310000091116,34.23280000424711,198.18510000186507,375141.4285714286
1698148277,10,,Aggregated,8.500000,0.000000,77,81,140,160,170,180,200,200,200,200,200,27,0,77,90.85696296312597,34.23280000424711,198.18510000186507,343192.14814814815
1698148278,10,,Aggregated,8.500000,0.000000,76,78,100,140,170,180,200,200,200,200,200,32,0,76,88.31820937484736,34.23280000424711,198.18510000186507,388621.34375
1698148279,10,,Aggregated,7.000000,0.000000,75,77,81,100,170,180,200,200,200,200,200,39,0,75,80.76441794811474,32.54789999482455,198.18510000186507,355233.92307692306
1698148280,10,,Aggregated,6.500000,0.000000,74,76,78,85,160,170,200,200,200,200,200,45,0,74,77.40717111074547,32.54789999482455,198.18510000186507,352137.6666666667
1698148281,10,,Aggregated,6.400000,0.000000,74,76,78,81,160,170,200,200,200,200,200,50,0,74,74.81900999962818,32.54789999482455,198.18510000186507,344085.3
1698148282,10,,Aggregated,6.500000,0.000000,74,76,78,79,160,170,180,200,200,200,200,56,0,74,72.57989464259092,32.54789999482455,198.18510000186507,332006.375
1698148283,10,,Aggregated,6.428571,0.000000,74,76,78,80,160,170,180,200,200,200,200,60,0,74,72.14048999982576,32.54789999482455,198.18510000186507,342070.98333333334
1698148284,10,,Aggregated,6.250000,0.000000,74,76,78,80,140,170,180,200,200,200,200,67,0,74,72.04023134295652,32.54789999482455,198.18510000186507,363550.9701492537
1698148285,10,,Aggregated,6.000000,0.000000,74,76,78,79,100,170,180,200,200,200,200,71,0,74,70.99762957721038,32.54789999482455,198.18510000186507,361773.23943661974
1698148286,10,,Aggregated,5.700000,0.000000,74,75,77,79,100,170,180,200,200,200,200,77,0,74,70.71061948056911,32.54789999482455,198.18510000186507,375137.8831168831
1698148287,10,,Aggregated,5.700000,0.000000,74,75,77,78,91,160,180,200,200,200,200,82,0,74,69.91900243919213,32.54789999482455,198.18510000186507,376190.2926829268
1698148288,10,,Aggregated,5.500000,0.000000,73,75,77,78,91,160,180,200,200,200,200,88,0,73,68.54427840930425,32.54789999482455,198.18510000186507,366316.1590909091
1698148289,10,,Aggregated,5.500000,0.000000,73,75,77,78,91,160,180,200,200,200,200,90,0,73,68.22937333353265,32.54789999482455,198.18510000186507,365553.84444444446
1698148290,10,,Aggregated,5.500000,0.000000,74,75,77,78,85,160,180,200,200,200,200,99,0,74,68.11363636385214,32.54789999482455,198.18510000186507,377752.7878787879
1698148291,10,,Aggregated,5.100000,0.000000,74,75,76,77,81,160,170,180,200,200,200,103,0,74,67.57956213607154,32.54789999482455,198.18510000186507,375975.22330097086
1698148292,10,,Aggregated,5.100000,0.000000,74,75,76,77,81,160,170,180,200,200,200,109,0,74,66.93270458725554,32.54789999482455,198.18510000186507,373554.65137614676
1698148293,10,,Aggregated,5.100000,0.000000,73,75,76,77,81,160,170,180,200,200,200,116,0,73,65.94931982764483,32.54789999482455,198.18510000186507,368443.8620689655
1698148294,10,,Aggregated,5.300000,0.000000,73,75,76,77,80,140,170,180,200,200,200,121,0,73,64.95143140504793,32.54789999482455,198.18510000186507,359452.0991735537
1698148295,10,,Aggregated,5.500000,0.000000,73,75,76,77,80,140,170,180,200,200,200,128,0,73,64.38066718749269,32.54789999482455,198.18510000186507,355592.6640625
1698148296,10,,Aggregated,5.500000,0.000000,73,75,76,77,81,140,170,180,200,200,200,131,0,73,64.42720839694428,32.54789999482455,198.18510000186507,357357.43511450384
1698148297,10,,Aggregated,5.200000,0.000000,73,75,76,77,85,160,170,180,200,200,200,139,0,73,65.5978841727211,32.54789999482455,198.18510000186507,351553.07194244605
1698148298,10,,Aggregated,5.600000,0.000000,73,75,76,77,81,140,170,180,200,200,200,143,0,73,65.35653496505871,32.54789999482455,198.18510000186507,351006.46853146853
1698148299,10,,Aggregated,5.700000,0.000000,73,75,76,77,81,140,170,180,200,200,200,149,0,73,64.67970000007057,32.54789999482455,198.18510000186507,346188.4563758389
1698148300,10,,Aggregated,5.600000,0.000000,73,74,75,77,81,140,170,180,200,200,200,155,0,73,64.30082516134492,32.54789999482455,198.18510000186507,345639.28387096775
1698148301,10,,Aggregated,5.800000,0.000000,73,74,75,76,81,140,170,180,200,200,200,161,0,73,64.19870559009,32.54789999482455,198.18510000186507,348881.298136646
1698148302,10,,Aggregated,5.800000,0.000000,73,74,75,76,81,140,170,180,200,200,200,167,0,73,63.82939101800338,32.54789999482455,198.18510000186507,348274.4610778443
1698148303,10,,Aggregated,5.800000,0.000000,73,74,75,76,80,140,170,180,200,200,200,171,0,73,63.398206432777855,32.54789999482455,198.18510000186507,344362.7426900585
1698148304,10,,Aggregated,5.600000,0.000000,73,74,75,76,81,140,170,180,200,200,200,178,0,72,63.05959157310845,32.54789999482455,198.18510000186507,338787.67415730335
1698148305,10,,Aggregated,5.500000,0.000000,72,74,75,76,81,130,170,180,200,200,200,182,0,72,63.01869615392886,32.54789999482455,198.18510000186507,335320.8791208791
1698148306,10,,Aggregated,5.700000,0.000000,72,74,75,76,85,140,170,180,200,200,200,190,0,72,64.12163578961075,32.54789999482455,198.18510000186507,332002.05263157893
1698148307,10,,Aggregated,5.500000,0.000000,72,74,75,77,85,140,170,180,200,200,200,194,0,72,64.0230757733699,31.657800005632453,198.18510000186507,332002.25773195876
1698148308,10,,Aggregated,5.700000,0.000000,72,74,75,77,85,140,170,180,200,200,200,199,0,72,64.33718492478499,31.657800005632453,198.18510000186507,333519.4070351759
1698148309,10,,Aggregated,5.200000,0.000000,72,74,76,77,91,150,170,170,200,200,200,205,0,72,65.98205073188605,31.657800005632453,198.18510000186507,336420.60975609755
1698148310,10,,Aggregated,5.500000,0.000000,72,74,76,77,100,150,170,170,200,200,200,209,0,72,66.52549378002679,31.657800005632453,198.18510000186507,336335.9330143541
1698148311,10,,Aggregated,5.600000,0.000000,73,75,76,78,130,150,170,170,200,200,200,217,0,73,68.51285760379976,31.657800005632453,198.18510000186507,341741.4193548387
1698148312,10,,Aggregated,5.300000,0.000000,73,75,77,80,140,150,170,170,200,200,200,220,0,73,69.48203181828748,31.657800005632453,198.18510000186507,345725.9318181818
1698148313,10,,Aggregated,5.500000,0.000000,73,75,77,80,140,150,170,170,200,200,200,227,0,73,69.996886343716,31.657800005632453,198.18510000186507,343972.6828193833
1698148314,10,,Aggregated,5.200000,0.000000,73,75,77,80,130,150,170,170,200,200,200,232,0,73,69.71453232767215,31.657800005632453,198.18510000186507,342412.6853448276
1698148315,10,,Aggregated,5.600000,0.000000,73,75,77,80,130,150,170,170,200,200,200,238,0,73,69.60711176477827,31.657800005632453,198.18510000186507,344687.4201680672
1698148316,10,,Aggregated,5.300000,0.000000,73,75,77,80,130,150,170,170,200,200,200,242,0,73,69.37707933889027,31.657800005632453,198.18510000186507,344477.6487603306
1698148317,10,,Aggregated,5.600000,0.000000,73,75,77,80,130,150,170,170,200,200,200,248,0,73,69.05680362905836,31.657800005632453,198.18510000186507,344176.06048387097
1698148318,10,,Aggregated,5.600000,0.000000,73,75,77,80,130,150,170,170,200,200,200,250,0,73,68.94571720002568,31.657800005632453,198.18510000186507,344078.748
1698148319,10,,Aggregated,5.500000,0.000000,73,75,77,80,130,150,170,170,200,200,200,258,0,73,68.81791395350119,31.657800005632453,198.18510000186507,341363.3333333333
1698148320,10,,Aggregated,5.200000,0.000000,73,75,77,80,130,150,170,170,200,200,200,264,0,73,68.6284587121036,31.657800005632453,198.18510000186507,341150.80303030304
1698148321,10,,Aggregated,5.300000,0.000000,73,75,77,80,130,150,170,170,200,200,200,268,0,73,68.44169402979584,31.657800005632453,198.18510000186507,341014.4029850746
1698148322,10,,Aggregated,5.400000,0.000000,73,75,77,80,130,150,170,170,200,200,200,276,0,73,68.14084999996999,31.657800005632453,198.18510000186507,340753.2355072464
1698148323,10,,Aggregated,5.200000,0.000000,73,75,77,80,130,150,170,170,200,200,200,280,0,73,67.83639714282928,31.657800005632453,198.18510000186507,338471.7392857143
1698148324,10,,Aggregated,5.500000,0.000000,73,75,77,80,120,150,170,170,200,200,200,286,0,73,67.71427832165398,31.657800005632453,198.18510000186507,340447.37762237765
1698148325,10,,Aggregated,5.300000,0.000000,73,75,77,79,120,150,170,170,200,200,200,294,0,73,67.2188156462232,31.657800005632453,198.18510000186507,338163.70408163266
1698148326,10,,Aggregated,5.600000,0.000000,73,75,77,79,120,150,170,170,200,200,200,299,0,73,67.3752588628611,31.657800005632453,198.18510000186507,343109.77926421404
1698148327,10,,Aggregated,5.600000,0.000000,73,75,77,79,110,150,170,170,200,200,200,305,0,73,67.28609606554946,31.657800005632453,198.18510000186507,344871.31147540984
1698148328,10,,Aggregated,5.800000,0.000000,73,75,77,79,110,150,170,170,200,200,200,310,0,73,67.17275870962054,31.657800005632453,198.18510000186507,345637.86129032256
1698148329,10,,Aggregated,5.800000,0.000000,73,75,77,79,110,150,170,170,380,380,380,316,0,73,68.04549145562294,31.657800005632453,376.51180000102613,347290.07278481015
1698148330,10,,Aggregated,5.900000,0.000000,73,75,77,79,110,150,170,170,380,380,380,323,0,73,67.63060588229068,31.657800005632453,376.51180000102613,344154.693498452
