Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1698086874,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1698086875,10,,Aggregated,0.000000,0.000000,730,730,740,750,760,760,760,760,760,760,760,10,0,720.7445000094594,732.5251700021909,720.7445000094594,764.4647999986773,150840.3
1698086876,10,,Aggregated,0.000000,0.000000,730,730,740,750,760,760,760,760,760,760,760,10,0,720.7445000094594,732.5251700021909,720.7445000094594,764.4647999986773,150840.3
1698086877,10,,Aggregated,0.000000,0.000000,720,720,730,730,750,760,760,760,760,760,760,17,0,720.0,466.0384294136961,50.51090000779368,764.4647999986773,207671.11764705883
1698086878,10,,Aggregated,5.000000,0.000000,120,720,720,730,740,750,760,760,760,760,760,22,0,120.0,380.4451818207533,48.14270000497345,764.4647999986773,277100.0
1698086879,10,,Aggregated,4.333333,0.000000,110,720,720,720,740,750,760,760,760,760,760,27,0,110.0,322.9025555575154,48.14270000497345,764.4647999986773,276084.48148148146
1698086880,10,,Aggregated,5.250000,0.000000,99,120,720,720,730,750,760,760,760,760,760,32,0,99,283.20579687670033,46.87299999932293,764.4647999986773,275387.84375
1698086881,10,,Aggregated,4.400000,0.000000,96,120,720,720,730,750,760,760,760,760,760,37,0,96,261.5238189208793,46.87299999932293,764.4647999986773,258555.1081081081
1698086882,10,,Aggregated,4.666667,0.000000,95,110,420,720,730,740,760,760,760,760,760,43,0,95,235.57941860628998,46.87299999932293,764.4647999986773,268801.4186046512
1698086883,10,,Aggregated,4.857143,0.000000,95,110,120,720,730,740,760,760,760,760,760,47,0,95,223.96875744836623,46.87299999932293,764.4647999986773,299876.9574468085
1698086884,10,,Aggregated,4.875000,0.000000,94,100,120,420,720,740,750,760,760,760,760,54,0,93,203.80220926098343,46.87299999932293,764.4647999986773,287268.7962962963
1698086885,10,,Aggregated,4.777778,0.000000,94,99,110,120,720,740,750,760,760,760,760,59,0,94,193.04530339126111,46.87299999932293,764.4647999986773,296177.9661016949
1698086886,10,,Aggregated,4.900000,0.000000,94,99,110,120,720,730,750,760,760,760,760,64,0,93,184.0218062511667,46.87299999932293,764.4647999986773,294258.3125
1698086887,10,,Aggregated,5.500000,0.000000,93,98,110,120,720,730,750,760,760,760,760,69,0,93,174.87330289947315,46.87299999932293,764.4647999986773,283866.05797101447
1698086888,10,,Aggregated,5.200000,0.000000,93,97,110,110,720,730,750,760,760,760,760,74,0,91,168.7120027036636,46.87299999932293,764.4647999986773,291199.2297297297
1698086889,10,,Aggregated,5.400000,0.000000,91,96,100,110,720,730,750,760,760,760,760,83,0,91,157.66504096482313,46.87299999932293,764.4647999986773,284711.0240963855
1698086890,10,,Aggregated,5.100000,0.000000,91,96,100,110,720,730,750,760,760,760,760,85,0,91,156.0582388243775,46.87299999932293,764.4647999986773,292928.1529411765
1698086891,10,,Aggregated,5.400000,0.000000,91,97,100,110,720,730,750,760,760,760,760,93,0,91,149.82813871052537,46.87299999932293,764.4647999986773,302782.17204301077
1698086892,10,,Aggregated,5.500000,0.000000,88,95,100,110,720,730,750,760,760,760,760,99,0,88,144.2093202026121,46.87299999932293,764.4647999986773,292353.56565656565
1698086893,10,,Aggregated,5.800000,0.000000,88,95,99,100,420,720,740,750,760,760,760,106,0,88,139.1724830195154,46.87299999932293,764.4647999986773,292123.1886792453
1698086894,10,,Aggregated,5.500000,0.000000,88,94,99,100,420,720,740,750,760,760,760,110,0,77,136.26614181901624,46.87299999932293,764.4647999986773,288084.08181818185
1698086895,10,,Aggregated,5.600000,0.000000,88,94,99,100,120,720,740,750,760,760,760,116,0,77,132.85162672500832,46.87299999932293,764.4647999986773,290356.1896551724
1698086896,10,,Aggregated,5.800000,0.000000,88,94,98,100,120,720,740,750,760,760,760,120,0,88,131.17242833419974,46.87299999932293,764.4647999986773,296776.4166666667
1698086897,10,,Aggregated,5.600000,0.000000,88,93,97,100,120,720,740,750,760,760,760,128,0,88,127.6719390633616,46.87299999932293,764.4647999986773,303695.84375
1698086898,10,,Aggregated,5.500000,0.000000,88,93,97,99,120,720,740,750,760,760,760,133,0,88,125.65089699331254,46.23199999332428,764.4647999986773,307029.7368421053
1698086899,10,,Aggregated,5.500000,0.000000,88,93,96,99,120,720,740,750,760,760,760,137,0,88,124.04492189878272,46.23199999332428,764.4647999986773,307759.1313868613
1698086900,10,,Aggregated,5.700000,0.000000,88,93,97,99,110,720,740,750,760,760,760,143,0,88,122.52624056041908,46.23199999332428,764.4647999986773,317222.2377622378
1698086901,10,,Aggregated,5.700000,0.000000,88,93,96,99,110,720,740,750,760,760,760,147,0,88,121.11013129351147,46.23199999332428,764.4647999986773,317624.0
1698086902,10,,Aggregated,5.500000,0.000000,88,93,95,99,110,720,730,750,760,760,760,152,0,88,119.29070526419214,46.23199999332428,764.4647999986773,316110.5855263158
1698086903,10,,Aggregated,5.100000,0.000000,88,93,95,99,110,720,730,750,760,760,760,157,0,88,117.84082675246287,46.23199999332428,764.4647999986773,314693.8789808917
1698086904,10,,Aggregated,5.400000,0.000000,88,93,95,99,110,720,730,750,760,760,760,162,0,88,116.8864012354867,46.23199999332428,764.4647999986773,320819.3209876543
1698086905,10,,Aggregated,5.400000,0.000000,88,93,95,98,110,720,730,750,760,760,760,168,0,88,114.70889583419887,46.23199999332428,764.4647999986773,314030.0
1698086906,10,,Aggregated,5.100000,0.000000,88,93,95,98,110,720,730,750,760,760,760,172,0,88,113.88383953589107,46.23199999332428,764.4647999986773,314447.6046511628
1698086907,10,,Aggregated,5.100000,0.000000,88,93,95,98,110,720,730,750,760,760,760,179,0,88,112.06720726351207,46.23199999332428,764.4647999986773,313447.71508379886
1698086908,10,,Aggregated,5.100000,0.000000,88,93,95,98,110,720,730,750,760,760,760,185,0,88,111.33976540633641,46.23199999332428,764.4647999986773,320577.9459459459
