Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1698170111,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1698170112,20,,Aggregated,0.000000,0.000000,130,150,150,150,160,160,160,160,160,160,160,10,0,120.0,128.01239999826066,91.35000000242144,164.41449998819735,392391.1
1698170113,30,,Aggregated,0.000000,0.000000,100,120,120,130,150,150,160,160,160,160,160,24,0,91,96.37203749904681,32.95809999690391,164.41449998819735,281675.0833333333
1698170114,40,,Aggregated,10.000000,0.000000,86,100,120,120,150,160,160,160,160,160,160,46,0,82,88.30761304314997,32.5204999971902,164.41449998819735,305746.52173913043
1698170115,50,,Aggregated,11.500000,0.000000,75,90,100,110,130,160,160,160,160,160,160,73,0,75,78.95627534311991,32.5204999971902,164.41449998819735,269958.397260274
1698170116,60,,Aggregated,13.000000,0.000000,77,85,100,100,120,150,160,160,160,160,160,103,0,77,78.01626699053212,32.5204999971902,164.41449998819735,282164.0970873786
1698170117,70,,Aggregated,17.000000,0.000000,80,91,100,110,160,200,280,330,340,340,340,140,0,79,88.74248714325533,32.5204999971902,336.3890999899013,293177.5142857143
1698170118,80,,Aggregated,17.400000,0.000000,80,91,100,110,150,190,240,330,340,340,340,180,0,79,86.8236800000078,32.5204999971902,336.3890999899013,295095.81111111114
1698170119,90,,Aggregated,21.000000,0.000000,84,100,110,120,180,220,280,330,380,380,380,231,0,84,96.7375645021534,32.5204999971902,382.77389999711886,304551.2727272727
1698170120,100,,Aggregated,23.285714,0.000000,85,100,110,130,180,220,260,330,380,380,380,290,0,85,96.82868310357725,32.5204999971902,382.77389999711886,317424.4827586207
1698170121,110,,Aggregated,26.125000,0.000000,85,99,110,120,170,210,240,280,380,380,380,346,0,85,95.09543092482969,32.5204999971902,382.77389999711886,316293.161849711
1698170122,120,,Aggregated,28.777778,0.000000,85,100,110,130,180,220,280,340,380,380,380,412,0,85,97.6556628641279,32.5204999971902,382.77389999711886,314412.2451456311
1698170123,130,,Aggregated,31.900000,0.000000,83,98,110,120,170,220,280,340,380,380,380,479,0,83,95.22615365342199,32.5204999971902,382.77389999711886,309938.82254697283
1698170124,140,,Aggregated,36.500000,0.000000,83,99,110,120,170,210,270,330,380,380,380,556,0,83,94.56490341744285,32.5204999971902,382.77389999711886,300503.214028777
1698170125,150,,Aggregated,41.800000,0.000000,85,100,120,150,190,240,320,340,550,550,550,639,0,85,103.11474929581829,32.5204999971902,551.3363999925787,300341.8341158059
1698170126,160,,Aggregated,47.500000,0.000000,87,110,130,150,190,230,300,340,550,550,550,725,0,87,104.07175337929873,32.5204999971902,551.3363999925787,304097.6151724138
1698170127,170,,Aggregated,52.000000,0.000000,92,120,150,170,230,330,430,500,630,630,630,811,0,92,122.70774463639921,32.5204999971902,627.7249999984633,305567.3082614057
1698170128,180,,Aggregated,58.500000,0.000000,96,130,160,180,250,350,470,520,630,630,630,901,0,96,130.10359078811544,32.5204999971902,627.7249999984633,306196.9012208657
1698170129,190,,Aggregated,62.100000,0.000000,100,150,180,210,310,410,510,550,750,750,750,977,0,100.0,144.6503255886091,32.5204999971902,747.8030000056606,305732.1770726714
